2 3 4 5
ECK3191 rpoN rpoN glnF
ECK3192 yhbH yhbH rp5M
ECK3193 ptsN ptsN rpoP
ECK3194 yhbJ yhbJ b3205
ECK3195 npr npr ptsO
ECK3196 yrbL yrbL b3207
ECK3197 mtgA mtgA yrbM
ECK3198 elbB elbB elb2
ECK3199 ryhA ryhA sraH
ECK3200 arcB arcB b3210
ECK3201 yhcC yhcC b3211
ECK3202 gltB gltB aspB
ECK3203 gltD gltD aspB
ECK3204 gltF gltF ossB
ECK3205 yhcA yhcA b3215
ECK3206 yhcD yhcD b3216
yhcE yhcE b4569 3363207
ECK3207 yhcE yhcE_2 b4549
ECK3207 yhcE yhcE_1 b3217
ECK3208 yhcF yhcF b3219
ECK3209 yhcG yhcG b3220
ECK3210 yhcH yhcH b3221
ECK3211 nanK nanK yhcI
ECK3212 nanE nanE yhcJ
ECK3213 nanT nanT b3224
ECK3214 nanA nanA npl
ECK3215 nanR nanR yhcK
ECK3216 dcuD dcuD yhcL
ECK3217 sspB sspB b3228
ECK3218 sspA sspA pog
ECK3219 rpsI rpsI b3230
ECK3220 rplM rplM b3231
ECK3221 yhcM yhcM b3232
ECK3222 yhcB yhcB b3233
ECK3223 degQ degQ hhoA
ECK3224 degS degS hhoB
ECK3225 mdh mdh b3236
ECK3226 argR argR xerA
ECK3227 yhcN yhcN b3238
ECK3228 yhcO yhcO b3239
ECK3229 aaeB aaeB yhcP
ECK3230 aaeA aaeA yhcQ
ECK3231 aaeX aaeX yhcR
ECK3232 aaeR aaeR yhcS
ECK3233 tldD tldD yhdO
ECK3234 yhdP yhdP yhdQ
ECK3235 rng rng cafA
ECK3236 yhdE yhdE b3248
ECK3237 mreD mreD b3249
ECK3238 mreC mreC b3250
ECK3239 mreB mreB envB
ECK3240 yhdA yhdA b3252
ECK3241 yhdH yhdH b3253
ECK3242 accB accB fabE
ECK3243 accC accC fabG
ECK3244 yhdT yhdT b3257
ECK3245 panF panF b3258
ECK3246 prmA prmA prm-1
ECK3247 dusB dusB yhdG
ECK3248 fis fis nbp
ECK3249 yhdJ yhdJ ccrM
ECK3250 yhdU yhdU b3263
ECK3251 envR envR acrS
ECK3252 acrE acrE envC
ECK3253 acrF acrF envD
ECK3254 yhdV yhdV b3267
ECK3255 yhdW yhdW b3268
ECK3256 yhdX yhdX b3269
ECK3257 yhdY yhdY b3270
ECK3258 yhdZ yhdZ b3271
ECK3259 rrfF rrfF rrfD-beta
ECK3260 thrV thrV b3273
ECK3261 rrfD rrfD b3274
ECK3262 rrlD rrlD b3275
ECK3263 alaU alaU talD
ECK3264 ileU ileU tilD
ECK3265 rrsD rrsD b3278
ECK3266 yrdA yrdA b3279
ECK3267 yrdB yrdB b3280
ECK3268 aroE aroE b3281
ECK3269 yrdC yrdC b3282
ECK3270 yrdD yrdD b3283
ECK3271 smg smg b3284
ECK3272 smf smf b4473
ECK3273 def def fms
ECK3274 fmt fmt yhdD
ECK3275 rsmB rsmB fmu
ECK3276 trkA trkA b3290
ECK3277 mscL mscL yhdC
ECK3278 yhdL yhdL b4550
ECK3279 zntR zntR yhdM
ECK3280 yhdN yhdN b3293
ECK3281 rplQ rplQ b3294
ECK3282 rpoA rpoA phs
ECK3283 rpsD rpsD ramA
ECK3284 rpsK rpsK b3297
ECK3285 rpsM rpsM b3298
ECK3286 rpmJ rpmJ secX
ECK3287 secY secY prlA
ECK3288 rplO rplO b3301
ECK3289 rpmD rpmD b3302
ECK3290 rpsE rpsE eps
ECK3291 rplR rplR b3304
ECK3292 rplF rplF b3305
ECK3293 rpsH rpsH b3306
ECK3294 rpsN rpsN b3307
ECK3295 rplE rplE b3308
ECK3296 rplX rplX b3309
ECK3297 rplN rplN b3310
ECK3298 rpsQ rpsQ neaA
ECK3299 rpmC rpmC b3312
ECK3300 rplP rplP b3313
ECK3301 rpsC rpsC b3314
ECK3302 rplV rplV eryB
ECK3303 rpsS rpsS b3316
ECK3304 rplB rplB b3317
ECK3305 rplW rplW b3318
ECK3306 rplD rplD eryA
ECK3307 rplC rplC b3320
ECK3308 rpsJ rpsJ nusE
ECK3309 pioO pioO gspB
ECK3310 gspA gspA yheD
ECK3311 gspC gspC yheE
ECK3312 gspD gspD yheF
ECK3313 gspE gspE yheG
ECK3314 gspF gspF hofF
ECK3315 gspG gspG hofG
ECK3316 gspH gspH hofH
ECK3317 gspI gspI yheH
ECK3318 gspJ gspJ yheI
ECK3319 gspK gspK yheJ
ECK3320 gspL gspL yheK
ECK3321 gspM gspM hopZ
ECK3322 gspO gspO yheC
ECK3323 bfr bfr b3336
ECK3324 bfd bfd yheA
ECK3325 chiA chiA yheB
ECK3326 tufA tufA kirT
ECK3327 fusA fusA far
ECK3328 rpsG rpsG K12
ECK3329 rpsL rpsL asuB
ECK3330 yheL yheL b3343
ECK3331 yheM yheM b3344
ECK3332 yheN yheN b3345
ECK3333 yheO yheO b3346
ECK3334 fkpA fkpA yzzS
ECK3335 slyX slyX b3348
ECK3336 slyD slyD b3349
ECK3337 yheV yheV b4551
ECK3338 kefB kefB trkB
ECK3339 kefG kefG yheR
ECK3340 yheS yheS b3352
ECK3341 yheT yheT b3353
ECK3342 yheU yheU b3354
ECK3343 prkB prkB yhfF
ECK3344 yhfA yhfA b3356
ECK3345 crp crp cap
ECK3346 yhfK yhfK b3358
ECK3347 argD argD Arg1
ECK3348 pabA pabA b3360
ECK3349 fic fic b3361
ECK3350 yhfG yhfG b3362
ECK3351 ppiA ppiA rotA
ECK3352 tsgA tsgA gutS
ECK3353 nirB nirB b3365
ECK3354 nirD nirD b3366
ECK3355 nirC nirC b3367
ECK3356 cysG cysG b3368
ECK3357 yhfL yhfL b3369
ECK3358 frlA frlA yhfM
ECK3359 frlB frlB yhfN
ECK3360 frlC frlC yhfO
ECK3361 frlD frlD yhfQ
ECK3362 frlR frlR yhfR
ECK3363 yhfS yhfS b3376
ECK3364 yhfT yhfT b3377
ECK3365 yhfU yhfU b3378
ECK3366 php php yhfV
ECK3367 yhfW yhfW b3380
ECK3368 yhfX yhfX b3381
ECK3369 yhfY yhfY b3382
ECK3370 yhfZ yhfZ b3383
ECK3371 trpS trpS b3384
ECK3372 gph gph yhfE
ECK3373 rpe rpe yhfD
ECK3374 dam dam b3387
ECK3375 damX damX yhfB
ECK3376 aroB aroB b3389
ECK3377 aroK aroK b3390
ECK3378 hofQ hofQ hopQ
ECK3379 yrfA yrfA b3392
ECK3380 yrfB yrfB b3393
ECK3381 yrfC yrfC b3394
ECK3382 yrfD yrfD b3395
ECK3383 mrcA mrcA ponA
ECK3384 nudE nudE yrfE
ECK3385 yrfF yrfF b3398
ECK3386 yrfG yrfG b3399
ECK3387 hslR hslR yrfH
ECK3388 hslO hslO yrfI
ECK3389 yhgE yhgE b3402
ECK3390 pck pck pckA
ECK3391 envZ envZ ompB
ECK3392 ompR ompR cry
ECK3393 greB greB b3406
ECK3394 yhgF yhgF b3407
ECK3395 feoA feoA b3408
ECK3396 feoB feoB b3409
ECK3397 yhgG yhgG b3410
ECK3398 yhgA yhgA b3411
ECK3399 bioH bioH bioB
ECK3400 gntX gntX yhgH
ECK3401 gntY gntY yhgI
ECK3402 gntT gntT gntM
ECK3403 malQ malQ malA
ECK3404 malP malP blu
ECK3405 malT malT malA
ECK3406 rtcA rtcA yhgJ
ECK3407 rtcB rtcB yhgL
ECK3408 rtcR rtcR yhgB
ECK3409 glpR glpR b3423
ECK3410 glpG glpG b3424
ECK3411 glpE glpE b3425
ECK3412 glpD glpD glyD
ECK3413 yzgL yzgL b3427
ECK3414 glgP glgP glgY
ECK3415 glgA glgA b3429
ECK3416 glgC glgC b3430
ECK3417 glgX glgX b3431
ECK3418 glgB glgB b3432
ECK3419 asd asd dap
ECK3420 yhgN yhgN b3434
ECK3421 gntU gntU b4476
ECK3422 gntK gntK b3437
ECK3423 gntR gntR b3438
ECK3424 yhhW yhhW b3439
ECK3425 yhhX yhhX b3440
ECK3426 ryhB ryhB fer
ECK3427 yhhY yhhY b3441
ECK3428 yhhZ yhhZ b3442
ECK3429 yrhA yrhA b3443
ECK3430 yrhB yrhB b3446
ECK3431 ggt ggt b3447
ECK3432 yhhA yhhA b3448
ECK3433 ugpQ ugpQ b3449
ECK3434 ugpC ugpC b3450
ECK3435 ugpE ugpE b3451
ECK3436 ugpA ugpA psiB
ECK3437 ugpB ugpB psiB
ECK3438 livF livF b3454
ECK3439 livG livG hrbB
ECK3440 livM livM b3456
ECK3441 livH livH hrbB
ECK3442 livK livK hrbB
ECK3443 yhhK yhhK livL
ECK3444 livJ livJ hrbB
ECK3445 rpoH rpoH fam
ECK3446 ftsX ftsX ftsS
ECK3447 ftsE ftsE b3463
ECK3448 ftsY ftsY b3464
ECK3449 yhhF yhhF b3465
ECK3450 yhhL yhhL b3466
ECK3451 yhhM yhhM b3467
ECK3452 yhhN yhhN b3468
ECK3453 zntA zntA yhhO
ECK3454 yhhP yhhP sirA
ECK3455 yhhQ yhhQ b3471
ECK3456 dcrB dcrB yhhR
ECK3457 yhhS yhhS b3473
ECK3458 yhhT yhhT b3474
ECK3459 acpT acpT yhhU
ECK3460 nikA nikA hydC
ECK3461 nikB nikB hydC
ECK3462 nikC nikC hydC
ECK3463 nikD nikD hydC
ECK3464 nikE nikE hydD
ECK3465 nikR nikR yhhG
ECK3466 rhsB rhsB b3482
ECK3467 yhhH yhhH b3483
ECK3468 yrhC yrhC b4552
ECK3469 yhhI yhhI b3484
ECK3470 yhhJ yhhJ b3485
ECK3471 rbbA rbbA yhiH
ECK3472 yhiI yhiI b3487
ECK3473 yhiJ yhiJ b3488
ECK3474 yhiK yhiK b3489
ECK3475 yhiL yhiL b3490
ECK3476 yhiM yhiM b3491
ECK3477 yhiN yhiN b3492
ECK3478 pitA pitA pit
ECK3479 yhiO yhiO uspB
ECK3480 uspA uspA b3495
ECK3481 yhiP yhiP b3496
ECK3482 yhiQ yhiQ b3497
ECK3483 prlC prlC opdA
ECK3484 yhiR yhiR b3499
ECK3485 gor gor gorA
ECK3486 arsR arsR arsE
ECK3487 arsB arsB arsF
ECK3488 arsC arsC arsG
ECK3489 yhiS yhiS b3504
ECK3490 slp slp b3506
ECK3491 yhiF yhiF dctR
ECK3492 yhiD yhiD yhhE
ECK3493 hdeB hdeB yhhD
ECK3494 hdeA hdeA yhhC
ECK3495 hdeD hdeD yhiA
ECK3496 gadE gadE yhiE
ECK3497 mdtE mdtE yhiU
ECK3498 mdtF mdtF yhiV
ECK3499 gadW gadW yhiW
ECK3500 gadY IS183 b4452
ECK3501 gadX gadX yhiX
ECK3502 gadA gadA gadS
ECK3503 yhjA yhjA b3518
ECK3504 treF treF b3519
ECK3505 yhjB yhjB b3520
ECK3506 yhjC yhjC b3521
ECK3507 yhjD yhjD b3522
ECK3508 yhjE yhjE b3523
ECK3509 yhjG yhjG yhjFG
ECK3510 yhjH yhjH b3525
ECK3511 kdgK kdgK yhjI
ECK3512 yhjJ yhjJ b3527
ECK3513 dctA dctA b3528
ECK3514 yhjK yhjK b3529
ECK3515 bcsC bcsC yhjL
ECK3516 bcsZ bcsZ bcsC
ECK3517 bcsB bcsB yhjN
ECK3518 bcsA bcsA yhjO
ECK3519 yhjQ yhjQ b3534
ECK3520 yhjR yhjR b3535
ECK3521 bcsE bcsE yhjS
ECK3522 bcsF bcsF yhjT
ECK3523 bcsG bcsG yhjU
ECK3524 ldrD ldrD b4453
ECK3525 rdlD rdlD b4454
ECK3526 yhjV yhjV b3539
ECK3527 dppF dppF dppE
ECK3528 dppD dppD b3541
ECK3529 dppC dppC b3542
ECK3530 dppB dppB b3543
ECK3531 dppA dppA alu
ECK3532 proK proK proV
ECK3533 eptB eptB yhjW
ECK3534 yhjX yhjX b3547
ECK3535 yhjY yhjY b3548
ECK3536 tag tag tagA
ECK3537 yiaC yiaC b3550
ECK3538 bisC bisC b3551
ECK3539 yiaD yiaD b3552
ECK3540 tiaE tiaE ghrB
ECK3541 yiaF yiaF b3554
ECK3542 yiaG yiaG b3555
ECK3543 cspA cspA b3556
ECK3544 hokA hokA yiaZ
ECK3545 insJ insJ yi5A
ECK3546 insK insK yi5B
ECK3547 glyS glyS act
ECK3548 glyQ glyQ glySalpha
ECK3549 ysaB ysaB b4553
ECK3550 yiaH yiaH b3561
ECK3551 yiaA yiaA b3562
ECK3552 yiaB yiaB b3563
ECK3553 xylB xylB b3564
ECK3554 xylA xylA b3565
ECK3555 xylF xylF xylT
ECK3556 xylG xylG b3567
ECK3557 xylH xylH b3568
ECK3558 xylR xylR b3569
ECK3559 bax bax b3570
ECK3560 malS malS b3571
ECK3561 avtA avtA avt
ECK3562 yiaI yiaI ysaA
ECK3563 yiaJ yiaJ b3574
ECK3564 yiaK yiaK b3575
ECK3565 yiaL yiaL b3576
ECK3566 yiaM yiaM b3577
ECK3567 yiaN yiaN b3578
ECK3568 yiaO yiaO b3579
ECK3569 lyxK lyxK lyx
ECK3570 sgbH sgbH yiaQ
ECK3571 sgbU sgbU yiaR
ECK3572 sgbE sgbE yiaS
ECK3573 yiaT yiaT b3584
ECK3574 yiaU yiaU b3585
ECK3575 yiaV yiaV b3586
ECK3576 yiaW yiaW b3587
ECK3577 aldB aldB yiaX
ECK3578 yiaY yiaY b3589
ECK3579 selB selB fdhA
ECK3580 selA selA fdhA
ECK3581 yibF yibF b3592
ECK3582 rhsA rhsA b3593
ECK3583 yibA yibA b3594
ECK3584 yibJ yibJ b3595
ECK3585 yibG yibG b3596
ECK3586 yibH yibH b3597
ECK3587 yibI yibI b3598
ECK3588 mtlA mtlA mtlC
ECK3589 mtlD mtlD b3600
ECK3590 mtlR mtlR b3601
ECK3591 yibT yibT b4554
ECK3592 yibL yibL b3602
ECK3593 lldP lldP lctP
ECK3594 lldR lldR lctR
ECK3595 lldD lldD lct
ECK3596 yibK yibK b3606
ECK3597 cysE cysE b3607
ECK3598 gpsA gpsA b3608
ECK3599 secB secB b3609
ECK3600 grxC grxC yibM
ECK3601 yibN yibN b3611
ECK3602 gpmI gpmI gpmM
ECK3603 envC envC yibP
ECK3604 yibQ yibQ b3614
ECK3605 yibD yibD b3615
ECK3606 tdh tdh b3616
ECK3607 kbl kbl b3617
ECK3608 htrL htrL yibB
ECK3609 rfaD rfaD htrM
ECK3610 rfaF rfaF waaF
ECK3611 rfaC rfaC waaC
ECK3612 rfaL rfaL waaL
ECK3613 rfaK rfaK waaK
ECK3614 rfaZ rfaZ waaZ
ECK3615 rfaY rfaY waaY
ECK3616 rfaJ rfaJ waaJ
ECK3617 rfaI rfaI waaI
ECK3618 rfaB rfaB waaB
ECK3619 rfaS rfaS waaS
ECK3620 rfaP rfaP waaP
ECK3621 rfaG rfaG waaG
ECK3622 rfaQ rfaQ waaQ
ECK3623 kdtA kdtA waaA
ECK3624 coaD coaD kdtB
ECK3625 mutM mutM fpg
ECK3626 rpmG rpmG b3636
ECK3627 rpmB rpmB b3637
ECK3628 yicR yicR radC
ECK3629 dfp dfp dnaS
ECK3630 dut dut dnaS
ECK3631 ttk ttk yicB
ECK3632 pyrE pyrE b3642
ECK3633 rph rph b3643
ECK3634 yicC yicC b3644
ECK3635 dinD dinD orfY
ECK3636 yicG yicG b3646
ECK3637 ligB ligB yicF
ECK3638 gmk gmk spoR
ECK3639 rpoZ rpoZ spoS
ECK3640 spoT spoT b3650
ECK3641 trmH trmH spoU
ECK3642 recG recG spoV
ECK3643 gltS gltS gltC
ECK3644 yicE yicE b3654
ECK3645 yicH yicH b3655
ECK3646 yicI yicI b3656
ECK3647 yicJ yicJ b3657
ECK3648 selC selC fdhC
ECK3649 setC setC yicK
ECK3650 yicL yicL b3660
ECK3651 nlpA nlpA b3661
ECK3652 yicS yicS b4555
ECK3653 yicM yicM b3662
ECK3654 yicN yicN b3663
ECK3655 yicO yicO b3664
ECK3656 ade ade yicP
ECK3657 uhpT uhpT b3666
ECK3658 uhpC uhpC uhpR
ECK3659 uhpB uhpB uhpR
ECK3660 uhpA uhpA b3669
ECK3661 ilvN ilvN b3670
ECK3662 ilvB ilvB b3671
ECK3663 ivbL ivbL b3672
ECK3664 emrD emrD yicQ
ECK3665 yidF yidF b3674
ECK3666 yidG yidG b3675
ECK3667 yidH yidH b3676
ECK3668 yidI yidI o149
ECK3669 yidJ yidJ b3678
ECK3670 yidK yidK b3679
ECK3671 yidL yidL b3680
ECK3672 ysdC ysdC b4556
ECK3673 glvG glvG yidM
ECK3674 glvB glvB yidO
ECK3675 glvC glvC b3683
ECK3676 yidP yidP b3684
ECK3677 yidE yidE yibE
ECK3678 ibpB ibpB hslS
ECK3679 ibpA ibpA hslT
ECK3680 yidQ yidQ o135
ECK3681 yidR yidR b3689
ECK3682 cbrA cbrA yidS
ECK3683 dgoT dgoT yidT
ECK3684 dgoD dgoD dgoD
ECK3685 dgoA dgoA dgoA
ECK3686 dgoK dgoK yidV
ECK3687 dgoR dgoR yidW
ECK3688 yidX yidX b3696
ECK3689 yidA yidA b3697
ECK3690 yidB yidB b3698
ECK3691 gyrB gyrB Cou
ECK3692 recF recF uvrF
ECK3693 dnaN dnaN b3701
ECK3694 dnaA dnaA b3702
ECK3695 rpmH rpmH rimA
ECK3696 rnpA rnpA b3704
ECK3697 yidD yidD b4557
ECK3698 yidC yidC b3705
ECK3699 trmE trmE mnmE
ECK3700 tnaC tnaC tnaL
ECK3701 tnaA tnaA ind
ECK3702 tnaB tnaB b3709
ECK3702 tnaB tnaB b3709
ECK3702 tnaB tnaB trpP
ECK3703 mdtL mdtL yidY
ECK3704 yidZ yidZ b3711
ECK3705 yieE yieE b3712
ECK3706 yieF yieF b3713
ECK3707 yieG yieG f445
ECK3708 yieH yieH b3715
ECK3709 yieI yieI b3716
ECK3710 cbrC cbrC yieJ
ECK3711 yieK yieK b3718
ECK3712 yieL yieL b3719
ECK3713 bglH bglH yieC
ECK3714 bglB bglB blgA
ECK3715 bglF bglF bglC
ECK3716 bglG bglG bglC
ECK3717 phoU phoU phoT
ECK3718 pstB pstB phoT
ECK3719 pstA pstA R2pho
ECK3720 pstC pstC phoW
ECK3721 pstS pstS "R2pho
ECK3722 glmS glmS b3729
ECK3723 glmU glmU yieA
ECK3724 atpC atpC papG
ECK3725 atpD atpD papD
ECK3726 atpG atpG papC
ECK3727 atpA atpA papA
ECK3728 atpH atpH papE
ECK3729 atpF atpF papF
ECK3730 atpE atpE papH
ECK3731 atpB atpB papD
ECK3732 atpI atpI uncI
ECK3733 gidB gidB b3740
ECK3734 gidA gidA trmF
ECK3735 oriC oriC b4489
ECK3736 mioC mioC yieB
ECK3737 asnC asnC b3743
ECK3738 asnA asnA b3744
ECK3739 yieM yieM yieD
ECK3740 yieN yieN b3746
ECK3741 trkD trkD kup
ECK3742 rbsD rbsD rbsP
ECK3743 rbsA rbsA rbsP
ECK3744 rbsC rbsC rbsP
ECK3745 rbsB rbsB prlB
ECK3746 rbsK rbsK b3752
ECK3747 rbsR rbsR b3753
ECK3748 hsrA hsrA yieO
ECK3749 yieP yieP b3755
ECK3750 rrsC rrsC b3756
ECK3751 gltU gltU tgtC
ECK3752 rrlC rrlC b3758
ECK3753 rrfC rrfC b3759
ECK3754 aspT aspT tasC
ECK3755 trpT trpT su7
ECK3756 hdfR hdfR yifA
ECK3757 yifE yifE b3764
ECK3758 yifB yifB b3765
ECK3759 ilvL ilvL b3766
ilvG ilvG b4488 3948583
ECK3760 ilvG ilvG_2 b3768
ECK3760 ilvG ilvG_1 ilvO
ECK3761 ilvM ilvM b3769
ECK3762 ilvE ilvE ilvC
ECK3763 ilvD ilvD b3771
ECK3764 ilvA ilvA ile
ECK3765 ilvY ilvY b3773
ECK3766 ilvC ilvC ilvA
ECK3767 ppiC ppiC parvA
ECK3768 yifO yifO b3776
ECK3769 yifN yifN b3777
ECK3770 rep rep dasC
ECK3771 gpp gpp gppA
ECK3772 rhlB rhlB mmrA
ECK3773 trxA trxA fipA
ECK3774 rhoL rhoL b3782
ECK3775 rho rho nitA
ECK3776 rfe rfe wecA
ECK3777 wzzE wzzE yifC
ECK3778 rffE rffE nfrC
ECK3779 rffD rffD wecC
ECK3780 rffG rffG fcnA
ECK3781 rffH rffH yifG
ECK3782 rffC rffC wecD
ECK3783 rffA rffA wecE
ECK3784 wzxE wzxE wzx
ECK3785 rffT rffT rff
ECK3786 wzyE wzyE wecF
ECK3787 rffM rffM wecG
ECK3788 yifK yifK b3795
ECK3789 argX argX b3796
ECK3790 hisR hisR hisT
ECK3791 leuT leuT b3798
ECK3792 proM proM proU
ECK3793 aslB aslB atsB
ECK3794 aslA aslA gppB
ECK3795 ryiA ryiA k19
ECK3796 hemY hemY b3802
ECK3797 hemX hemX b3803
ECK3798 hemD hemD b3804
ECK3799 hemC hemC popE
ECK3800 cyaA cyaA cya
ECK3801 cyaY cyaY b3807
ECK3802 yzcX yzcX o161
ECK3803 yifL yifL b4558
ECK3804 dapF dapF b3809
ECK3805 yigA yigA b3810
ECK3806 xerC xerC b3811
ECK3807 yigB yigB b3812
ECK3808 uvrD uvrD dar-2
ECK3809 yigE yigE b4482
ECK3810 corA corA b3816
ECK3811 yigF yigF b3817
ECK3812 yigG yigG b3818
ECK3813 rarD rarD yigH
ECK3814 yigI yigI b3820
ECK3815 pldA pldA b3821
ECK3816 recQ recQ b3822
ECK3817 rhtC rhtC yigJ
ECK3818 rhtB rhtB yigK
ECK3819 pldB pldB b3825
ECK3820 yigL yigL b3826
ECK3821 yigM yigM b3827
ECK3822 metR metR b3828
ECK3823 metE metE metB12
ECK3824 ysgA ysgA b3830
ECK3825 udp udp b3831
ECK3826 rmuC rmuC yigN
ECK3827 ubiE ubiE yigO
ECK3828 yigP yigP b3834
ECK3829 ubiB ubiB aarF
ECK3830 tatA tatA mttA1
ECK3831 tatB tatB mttA2
ECK3832 tatC tatC mttA2
ECK3833 tatD tatD mttC
ECK3834 rfaH rfaH sfrB
ECK3835 ubiD ubiD yigC
ECK3836 fre fre fadI
ECK3837 fadA fadA oldA
ECK3838 fadB fadB oldB
ECK3839 pepQ pepQ b3847
ECK3840 yigZ yigZ b3848
ECK3841 trkH trkH b3849
ECK3842 hemG hemG yihB
ECK3843 rrsA rrsA b3851
ECK3844 ileT ileT tilA
ECK3845 alaT alaT talA
ECK3846 rrlA rrlA b3854
ECK3847 rrfA rrfA b3855
ECK3848 mobB mobB yihC
ECK3849 mobA mobA chlB
ECK3850 yihD yihD b3858
ECK3851 yihE yihE orfA
ECK3852 dsbA dsbA iarA
ECK3853 yihF yihF b3861
ECK3854 yihG yihG b3862
ECK3855 polA polA resA
ECK3856 spf spf IS197
ECK3857 yihA yihA b3865
ECK3858 csrC csrC ryiB
ECK3859 yihI yihI b3866
ECK3860 hemN hemN yihJ
ECK3861 glnG glnG glnT
ECK3862 glnL glnL GlnC
ECK3863 glnA glnA b3870
ECK3864 bipA bipA typA
ECK3865 yihL yihL b3872
ECK3866 yihM yihM b3873
ECK3867 yihN yihN b3874
ECK3868 ompL ompL yshA
ECK3869 yihO yihO b3876
ECK3870 yihP yihP b3877
ECK3871 yihQ yihQ b3878
ECK3872 yihR yihR b3879
ECK3873 yihS yihS b3880
ECK3874 yihT yihT b3881
ECK3875 yihU yihU b3882
ECK3876 yihV yihV b3883
ECK3877 yihW yihW b3884
ECK3878 yihX yihX b3885
ECK3879 rbn rbn o290
ECK3880 dtd dtd yihZ
ECK3881 yiiD yiiD b3888
ECK3882 yiiE yiiE b3889
ECK3883 yiiF yiiF b3890
ECK3884 fdhE fdhE b3891
ECK3885 fdoI fdoI b3892
ECK3886 fdoH fdoH b3893
ECK3887 fdoG fdoG b3894
ECK3888 fdhD fdhD b3895
ECK3889 yiiG yiiG b3896
ECK3890 frvR frvR yiiH
ECK3891 frvX frvX yiiI
ECK3892 frvB frvB yiiJ
ECK3893 frvA frvA yiiK
ECK3894 yiiL yiiL b3901
ECK3895 rhaD rhaD b3902
ECK3896 rhaA rhaA b3903
ECK3897 rhaB rhaB b3904
ECK3898 rhaS rhaS rhaC
ECK3899 rhaR rhaR rhaC
ECK3900 rhaT rhaT b3907
ECK3901 sodA sodA b3908
ECK3902 kdgT kdgT b3909
ECK3903 yiiM yiiM b3910
ECK3904 cpxA cpxA ecfB
ECK3905 cpxR cpxR yiiA
ECK3906 cpxP cpxP yiiO
ECK3907 fieF fieF yiiP
ECK3908 pfkA pfkA b3916
ECK3909 sbp sbp b3917
ECK3910 cdh cdh b3918
ECK3911 tpiA tpiA tpi
ECK3912 yiiQ yiiQ b3920
ECK3913 yiiR yiiR b3921
ECK3914 yiiS yiiS b3922
ECK3915 yiiT yiiT uspD
ECK3916 fpr fpr mvrA
ECK3917 glpX glpX b3925
ECK3918 glpK glpK b3926
ECK3919 glpF glpF b3927
ECK3920 yiiU yiiU b3928
ECK3921 rraA rraA menG
ECK3922 menA menA yiiW
ECK3923 hslU hslU clpY
ECK3924 hslV hslV htpO
ECK3925 ftsN ftsN msgA
ECK3926 cytR cytR b3934
ECK3927 priA priA srgA
ECK3928 rpmE rpmE b3936
ECK3929 yiiX yiiX b3937
ECK3930 metJ metJ b3938
ECK3931 metB metB met-1
ECK3932 metL metL metM
ECK3933 metF metF b3941
ECK3934 katG katG b3942
ECK3935 yijE yijE b3943
ECK3936 yijF yijF b3944
ECK3937 gldA gldA b3945
ECK3938 fsaB fsaB talC
ECK3939 ptsA ptsA pt1A
ECK3940 frwC frwC frwA
ECK3941 frwB frwB yijK
ECK3942 pflD pflD yijL
ECK3943 pflC pflC yijM
ECK3944 frwD frwD yijN
ECK3945 yijO yijO b3954
ECK3946 yijP yijP b3955
ECK3947 ppc ppc asp
ECK3948 argE argE Arg4
ECK3949 argC argC Arg2
ECK3950 argB argB b3959
ECK3951 argH argH b3960
ECK3952 oxyS oxyS b4458
ECK3953 oxyR oxyR momR
ECK3954 sthA sthA udhA
ECK3955 fabR fabR yijC
ECK3956 yijD yijD b3964
ECK3957 trmA trmA rT
ECK3958 btuB btuB bfe
ECK3959 murI murI dga
ECK3960 rrsB rrsB b3968
ECK3961 gltT gltT tgtB
ECK3962 rrlB rrlB b3970
ECK3963 rrfB rrfB b3971
ECK3964 murB murB yijB
ECK3965 birA birA bioR
ECK3966 coaA coaA panK
ECK3967 thrU thrU b3976
ECK3968 tyrU tyrU sup15B
ECK3969 glyT glyT sumA
ECK3970 thrT thrT b3979
ECK3971 tufB tufB kirT
ECK3972 secE secE prlG
ECK3973 nusG nusG b3982
ECK3974 rplK rplK relC
ECK3975 rplA rplA rpy
ECK3976 rplJ rplJ b3985
ECK3977 rplL rplL b3986
ECK3978 rpoB rpoB ftsR
ECK3979 rpoC rpoC tabD
ECK3980 htrC htrC yja
ECK3981 thiH thiH thiA
ECK3982 thiG thiG thiA
ECK3983 thiS thiS b4407
ECK3984 thiF thiF thiA
ECK3985 thiE thiE thiA
ECK3986 thiC thiC b3994
ECK3987 rsd rsd yjaE
ECK3988 nudC nudC yjaD
ECK3989 hemE hemE hemC
ECK3990 nfi nfi yjaF
ECK3991 yjaG yjaG b3999
ECK3992 hupA hupA b4000
ECK3993 yjaH yjaH b4001
ECK3994 zraP zraP yjaI
ECK3995 zraS zraS hydH
ECK3996 zraR zraR hydG
ECK3997 purD purD adth(a)
ECK3998 purH purH b4006
ECK3999 rrsE rrsE b4007
ECK4000 gltV gltV tgtE
ECK4001 rrlE rrlE b4009
ECK4002 rrfE rrfE b4010
ECK4003 yjaA yjaA b4011
ECK4004 yjaB yjaB b4012
ECK4005 metA metA b4013
ECK4006 aceB aceB mas
ECK4007 aceA aceA icl
ECK4008 aceK aceK b4016
ECK4009 arpA arpA yjaC
ECK4010 iclR iclR b4018
ECK4011 metH metH b4019
ECK4012 yjbB yjbB b4020
ECK4013 pepE pepE b4021
ECK4014 yjbC yjbC rluF
